GOV_ID,Name,State,Census_State,Total_Expenditure,Population,Per_Capita,Latitude,Longitude
172031124892,OAK PARK VILLAGE,IL,17,273194000,,,,
172031124893,ORLAND PARK VILLAGE,IL,17,85994000,,,,
172031162229,ARLINGTON HEIGHTS VILLAGE,IL,17,195199000,,,,
172031162231,BERKELEY VILLAGE,IL,17,8374000,,,,
172031162233,BROOKFIELD VILLAGE,IL,17,58193000,,,,
172031162235,CALUMET PARK VILLAGE,IL,17,28071000,,,,
172031162236,CHICAGO CITY,IL,17,19596390000,,,,
172031162237,CICERO TOWN,IL,17,345288000,,,,
172031162238,CRESTWOOD VILLAGE,IL,17,69516000,,,,
172031162239,DES PLAINES CITY,IL,17,234592000,,,,
172031162248,HARVEY CITY,IL,17,36160000,,,,
172031162256,MELROSE PARK VILLAGE,IL,17,204792000,,,,
172031162258,MOUNT PROSPECT VILLAGE,IL,17,243330000,,,,
172031162259,NORTHLAKE CITY,IL,17,29717000,,,,
172031162264,SKOKIE VILLAGE,IL,17,234174000,,,,
172031162266,SUMMIT VILLAGE,IL,17,58937000,,,,
172031162270,WILMETTE VILLAGE,IL,17,189367000,,,,
172031162271,WINNETKA VILLAGE,IL,17,59618000,,,,
172031162273,ELK GROVE VILLAGE,IL,17,117644000,,,,
172031162277,HOFFMAN ESTATES VILLAGE,IL,17,227504000,,,,
172031184922,CHICAGO HEIGHTS CITY,IL,17,235687000,,,,
172031189918,SCHILLER PARK VILLAGE,IL,17,59874000,,,,
172031194701,NORTHBROOK VILLAGE,IL,17,105285000,,,,
172031194710,PALOS HEIGHTS CITY,IL,17,36393000,,,,
172031194712,ROSEMONT VILLAGE,IL,17,498611000,,,,
172031194722,NORRIDGE VILLAGE,IL,17,22381000,,,,
172031204271,GLENVIEW VILLAGE,IL,17,10514000,,,,
172031204272,SOUTH HOLLAND VILLAGE,IL,17,11822000,,,,
172031207777,BERWYN CITY,IL,17,336294000,,,,
172031207782,PALATINE VILLAGE,IL,17,182948000,,,,
172031211680,LA GRANGE VILLAGE,IL,17,13414000,,,,
172031212610,SCHAUMBURG VILLAGE,IL,17,539957000,,,,
172031225047,KENILWORTH VILLAGE,IL,17,26775000,,,,
172037102649,DE KALB CITY,IL,17,159721000,,,,
172039162289,CLINTON CITY,IL,17,472000,,,,
172043162295,DOWNERS GROVE VILLAGE,IL,17,96121000,,,,
172043162296,ELMHURST CITY,IL,17,79240000,,,,
172043162298,ITASCA VILLAGE,IL,17,82189000,,,,
172043162299,NAPERVILLE CITY,IL,17,97100000,,,,
172043162303,WILLOWBROOK VILLAGE,IL,17,31584000,,,,
172043162304,GLENDALE HEIGHTS VILLAGE,IL,17,17110000,,,,
172043194691,ADDISON VILLAGE,IL,17,39380000,,,,
172043194697,LOMBARD VILLAGE,IL,17,2040000,,,,
172045162307,PARIS CITY,IL,17,10320000,,,,
172051162314,RAMSEY VILLAGE,IL,17,432000,,,,
172057124926,VERMONT VILLAGE,IL,17,306000,,,,
172089102716,ELGIN CITY,IL,17,63995000,,,,
172089162407,ST CHARLES CITY,IL,17,103734000,,,,
172089189929,AURORA CITY,IL,17,811670000,,,,
172089198303,BIG ROCK VILLAGE,IL,17,1067000,,,,
172089207811,BATAVIA CITY,IL,17,30185000,,,,
172091193197,KANKAKEE CITY,IL,17,177174000,,,,
172093162417,YORKVILLE CITY,IL,17,40737000,,,,
172093201624,PLANO CITY,IL,17,3100000,,,,
172095162420,GALESBURG CITY,IL,17,111532000,,,,
172097124967,HIGHLAND PARK CITY,IL,17,55129000,,,,
172097124969,WAUKEGAN CITY,IL,17,451205000,,,,
172097124972,RIVERWOODS VILLAGE,IL,17,2047000,,,,
172097162432,LIBERTYVILLE VILLAGE,IL,17,42460000,,,,
172097189932,ROUND LAKE VILLAGE,IL,17,6730000,,,,
172097194714,ANTIOCH VILLAGE,IL,17,57434000,,,,
172097194719,ROUND LAKE BEACH VILLAGE,IL,17,34532000,,,,
172097207819,LAKE ZURICH VILLAGE,IL,17,85177000,,,,
172097207822,VERNON HILLS VILLAGE,IL,17,27576000,,,,
172099162447,PERU CITY,IL,17,23648000,,,,
172111102755,ALGONQUIN VILLAGE,IL,17,49902000,,,,
172111102757,LAKE IN THE HILLS VILLAGE,IL,17,9016000,,,,
172111124991,MARENGO CITY,IL,17,3789000,,,,
172111162474,CRYSTAL LAKE CITY,IL,17,124220000,,,,
172111162479,MCHENRY CITY,IL,17,56533000,,,,
172113124994,BLOOMINGTON CITY,IL,17,269748000,,,,
172113162491,NORMAL TOWN,IL,17,68030000,,,,
172115194713,DECATUR CITY,IL,17,136096000,,,,
172119102778,HIGHLAND CITY,IL,17,32055000,,,,
172119125004,ALTON CITY,IL,17,5177000,,,,
172119125005,GRANITE CITY CITY,IL,17,163710000,,,,
172119162511,COLLINSVILLE CITY,IL,17,29835000,,,,
172119162513,EDWARDSVILLE CITY,IL,17,36544000,,,,
172131125020,WINDSOR VILLAGE,IL,17,4365000,,,,
172135162547,HILLSBORO CITY,IL,17,8120000,,,,
172137125027,JACKSONVILLE CITY,IL,17,26314000,,,,
172141102802,ROCHELLE CITY,IL,17,53519000,,,,
172143193205,PEORIA CITY,IL,17,150763000,,,,
172145207853,DU QUOIN CITY,IL,17,10865000,,,,
172147162574,CERRO GORDO VILLAGE,IL,17,1232000,,,,
172157162596,TILDEN VILLAGE,IL,17,163000,,,,
172161125047,MOLINE CITY,IL,17,190920000,,,,
172161162602,ROCK ISLAND CITY,IL,17,64720000,,,,
172163125051,BELLEVILLE CITY,IL,17,49260000,,,,
172167162629,SPRINGFIELD CITY,IL,17,1369100000,,,,
172179102856,MORTON VILLAGE,IL,17,933000,,,,
172179125069,EAST PEORIA CITY,IL,17,54552000,,,,
172179162651,PEKIN CITY,IL,17,6530000,,,,
172179185040,WASHINGTON CITY,IL,17,576000,,,,
172183102859,DANVILLE CITY,IL,17,6508000,,,,
172189185043,NASHVILLE CITY,IL,17,2710000,,,,
172191102867,WAYNE CITY VILLAGE,IL,17,5384000,,,,
172195125084,STERLING CITY,IL,17,95921000,,,,
172197102873,ROMEOVILLE VILLAGE,IL,17,173248000,,,,
172197162688,BRAIDWOOD CITY,IL,17,5239000,,,,
172197162689,ELWOOD VILLAGE,IL,17,33785000,,,,
172197162690,JOLIET CITY,IL,17,357411000,,,,
172197194711,PLAINFIELD VILLAGE,IL,17,49240000,,,,
172197207873,NEW LENOX VILLAGE,IL,17,47493000,,,,
172197207875,CHANNAHON VILLAGE,IL,17,24580000,,,,
172197211686,BOLINGBROOK VILLAGE,IL,17,226905000,,,,
172201102882,ROCKFORD CITY,IL,17,82670000,,,,
172201162707,LOVES PARK CITY,IL,17,40085000,,,,
173031125141,SCHAUMBURG TOWNSHIP,IL,17,91000,,,,
173179125345,WASHINGTON TOWNSHIP,IL,17,174000,,,,
181001163419,ADAMS COUNTY,IN,18,22960000,,,,
181003163420,ALLEN COUNTY,IN,18,67236000,,,,
181005207930,BARTHOLOMEW COUNTY,IN,18,34265000,,,,
181009103737,BLACKFORD COUNTY,IN,18,1485000,,,,
181011194495,BOONE COUNTY,IN,18,71799000,,,,
181015125973,CARROLL COUNTY,IN,18,2830000,,,,
181017163422,CASS COUNTY,IN,18,42651000,,,,
181019125974,CLARK COUNTY,IN,18,121923000,,,,
181027163423,DAVIESS COUNTY,IN,18,2240000,,,,
181029163424,DEARBORN COUNTY,IN,18,1103000,,,,
181031163425,DECATUR COUNTY,IN,18,22918000,,,,
181035185230,DELAWARE COUNTY,IN,18,114463000,,,,
181039163427,ELKHART COUNTY,IN,18,63036000,,,,
181047163430,FRANKLIN COUNTY,IN,18,655000,,,,
181053163431,GRANT COUNTY,IN,18,7850000,,,,
181055163432,GREENE COUNTY,IN,18,13416000,,,,
181057163433,HAMILTON COUNTY,IN,18,178670000,,,,
181059194496,HANCOCK COUNTY,IN,18,56895000,,,,
181061190098,HARRISON COUNTY,IN,18,5574000,,,,
181063103744,HENDRICKS COUNTY,IN,18,134500000,,,,
181065163434,HENRY COUNTY,IN,18,59403000,,,,
181067163435,HOWARD COUNTY,IN,18,1417000,,,,
181069125979,HUNTINGTON COUNTY,IN,18,6615000,,,,
181071185232,JACKSON COUNTY,IN,18,17941000,,,,
181073194493,JASPER COUNTY,IN,18,212000,,,,
181081163438,JOHNSON COUNTY,IN,18,37902000,,,,
181083125981,KNOX COUNTY,IN,18,99957000,,,,
181085185233,KOSCIUSKO COUNTY,IN,18,2788000,,,,
181087163439,LAGRANGE COUNTY,IN,18,100000,,,,
181089163440,LAKE COUNTY,IN,18,60624000,,,,
181091163441,LA PORTE COUNTY,IN,18,22265000,,,,
181093103750,LAWRENCE COUNTY,IN,18,609000,,,,
181095212196,MADISON COUNTY,IN,18,6788000,,,,
181099163443,MARSHALL COUNTY,IN,18,4570000,,,,
181103125982,MIAMI COUNTY,IN,18,11901000,,,,
181105103752,MONROE COUNTY,IN,18,36880000,,,,
181109163446,MORGAN COUNTY,IN,18,26180000,,,,
181113163447,NOBLE COUNTY,IN,18,13335000,,,,
181121163448,PARKE COUNTY,IN,18,1992000,,,,
181123163449,PERRY COUNTY,IN,18,43138000,,,,
181127194492,PORTER COUNTY,IN,18,60334000,,,,
181131103753,PULASKI COUNTY,IN,18,5080000,,,,
181133163451,PUTNAM COUNTY,IN,18,14671000,,,,
181135163452,RANDOLPH COUNTY,IN,18,9295000,,,,
181137125985,RIPLEY COUNTY,IN,18,216000,,,,
181139193251,RUSH COUNTY,IN,18,8130000,,,,
181141103755,ST JOSEPH COUNTY,IN,18,41996000,,,,
181151163456,STEUBEN COUNTY,IN,18,1030000,,,,
181153185237,SULLIVAN COUNTY,IN,18,3668000,,,,
181157163457,TIPPECANOE COUNTY,IN,18,15570000,,,,
181159163458,TIPTON COUNTY,IN,18,7463000,,,,
181163193252,VANDERBURGH COUNTY,IN,18,33610000,,,,
181167103759,VIGO COUNTY,IN,18,97907000,,,,
181173163460,WARRICK COUNTY,IN,18,18504000,,,,
181175125989,WASHINGTON COUNTY,IN,18,592000,,,,
181179125990,WELLS COUNTY,IN,18,5285000,,,,
182003103765,NEW HAVEN CITY,IN,18,12380000,,,,
182003163465,FORT WAYNE CITY,IN,18,617254000,,,,
182003204408,HUNTERTOWN TOWN,IN,18,16089000,,,,
182005190101,COLUMBUS CITY,IN,18,119781000,,,,
182007103769,FOWLER TOWN,IN,18,2458000,,,,
182011103772,WHITESTOWN TOWN,IN,18,87247000,,,,
182011163474,THORNTOWN TOWN,IN,18,679000,,,,
182011194674,LEBANON CITY,IN,18,95055000,,,,
182011204409,ZIONSVILLE TOWN,IN,18,30125000,,,,
182015163476,CAMDEN TOWN,IN,18,48000,,,,
182017163478,LOGANSPORT CITY,IN,18,41794000,,,,
182019163481,CLARKSVILLE TOWN,IN,18,88720000,,,,
182019163482,JEFFERSONVILLE CITY,IN,18,120807000,,,,
182019225787,CHARLESTOWN CITY,IN,18,2567000,,,,
182023163488,FRANKFORT CITY,IN,18,72620000,,,,
182027126005,WASHINGTON CITY,IN,18,29630000,,,,
182029103782,AURORA CITY,IN,18,6128000,,,,
182029163498,GREENDALE CITY,IN,18,17323000,,,,
182029163499,LAWRENCEBURG CITY,IN,18,4980000,,,,
182031207938,GREENSBURG CITY,IN,18,28584000,,,,
182033103785,AUBURN CITY,IN,18,17445000,,,,
182033163505,WATERLOO TOWN,IN,18,1571000,,,,
182033194671,GARRETT CITY,IN,18,5839000,,,,
182035207940,MUNCIE CITY,IN,18,191981000,,,,
182037126012,JASPER CITY,IN,18,7510000,,,,
182037163509,HUNTINGBURG CITY,IN,18,37057000,,,,
182037207941,FERDINAND TOWN,IN,18,3010000,,,,
182039103790,NAPPANEE CITY,IN,18,24012000,,,,
182039190105,GOSHEN CITY,IN,18,80535000,,,,
182039207942,ELKHART CITY,IN,18,67018000,,,,
182041163513,CONNERSVILLE CITY,IN,18,30449000,,,,
182043163514,GREENVILLE TOWN,IN,18,739000,,,,
182043163515,NEW ALBANY CITY,IN,18,43329000,,,,
182045126014,ATTICA CITY,IN,18,9366000,,,,
182051126022,HAUBSTADT TOWN,IN,18,642000,,,,
182051163524,OWENSVILLE TOWN,IN,18,1114000,,,,
182053126025,MARION CITY,IN,18,99628000,,,,
182053163527,GAS CITY CITY,IN,18,18723000,,,,
182055163532,LYONS TOWN,IN,18,2145000,,,,
182055193256,LINTON CITY,IN,18,7085000,,,,
182057103799,FISHERS TOWN,IN,18,580816000,,,,
182057126027,CARMEL CITY,IN,18,902673000,,,,
182057163537,NOBLESVILLE CITY,IN,18,124340000,,,,
182057193257,SHERIDAN TOWN,IN,18,4008000,,,,
182057204413,WESTFIELD CITY,IN,18,162956000,,,,
182059103800,NEW PALESTINE TOWN,IN,18,10140000,,,,
182059207943,GREENFIELD CITY,IN,18,92415000,,,,
182063163546,PLAINFIELD TOWN,IN,18,252477000,,,,
182063194676,DANVILLE TOWN,IN,18,22415000,,,,
182063207946,BROWNSBURG TOWN,IN,18,67155000,,,,
182065126032,NEW CASTLE CITY,IN,18,28868000,,,,
182065163551,KNIGHTSTOWN TOWN,IN,18,7500000,,,,
182065190108,MIDDLETOWN TOWN,IN,18,3638000,,,,
182067163557,KOKOMO CITY,IN,18,54590000,,,,
182071126035,SEYMOUR CITY,IN,18,26120000,,,,
182071163562,BROWNSTOWN TOWN,IN,18,9180000,,,,
182073163564,REMINGTON TOWN,IN,18,5260000,,,,
182073163565,RENSSELAER CITY,IN,18,25040000,,,,
182077163568,MADISON CITY,IN,18,45878000,,,,
182077207948,HANOVER TOWN,IN,18,6535000,,,,
182079163569,NORTH VERNON CITY,IN,18,32977000,,,,
182081126039,FRANKLIN CITY,IN,18,24772000,,,,
182081163571,GREENWOOD CITY,IN,18,169332000,,,,
182081207949,EDINBURGH TOWN,IN,18,8515000,,,,
182081225786,BARGERSVILLE TOWN,IN,18,40817000,,,,
182083163575,VINCENNES CITY,IN,18,44626000,,,,
182085126043,MILFORD TOWN,IN,18,1070000,,,,
182085163581,WARSAW CITY,IN,18,49849000,,,,
182089103822,DYER TOWN,IN,18,31806000,,,,
182089126046,EAST CHICAGO CITY,IN,18,63581000,,,,
182089126047,LOWELL TOWN,IN,18,6387000,,,,
182089126048,MERRILLVILLE TOWN,IN,18,44295000,,,,
182089163583,CROWN POINT CITY,IN,18,82544000,,,,
182089163585,GARY CITY,IN,18,206582000,,,,
182089163587,HIGHLAND TOWN,IN,18,22332000,,,,
182089163588,MUNSTER TOWN,IN,18,41679000,,,,
182089163590,ST JOHN TOWN,IN,18,23756000,,,,
182089163591,SCHERERVILLE TOWN,IN,18,28377000,,,,
182089163593,CEDAR LAKE TOWN,IN,18,12877000,,,,
182089185263,HOBART CITY,IN,18,93012000,,,,
182089190110,WHITING CITY,IN,18,22840000,,,,
182089194672,HAMMOND CITY,IN,18,259762000,,,,
182091126049,LAPORTE CITY,IN,18,54214000,,,,
182091194677,MICHIGAN CITY CITY,IN,18,12495000,,,,
182093207953,BEDFORD CITY,IN,18,18943000,,,,
182095103834,ELWOOD CITY,IN,18,15971000,,,,
182095126051,ANDERSON CITY,IN,18,67582000,,,,
182095207954,CHESTERFIELD TOWN,IN,18,5291000,,,,
182095207956,PENDLETON TOWN,IN,18,8786000,,,,
182097103839,LAWRENCE CITY,IN,18,34745000,,,,
182097138037,BEECH GROVE CITY,IN,18,666000,,,,
182097204418,SPEEDWAY TOWN,IN,18,41103000,,,,
182097207957,INDIANAPOLIS CITY,IN,18,6522311000,,,,
182099103842,PLYMOUTH CITY,IN,18,40700000,,,,
182099204419,BREMEN TOWN,IN,18,5700000,,,,
182103163618,PERU CITY,IN,18,17885000,,,,
182105211708,BLOOMINGTON CITY,IN,18,207433000,,,,
182107194670,CRAWFORDSVILLE CITY,IN,18,3909000,,,,
182109103850,MARTINSVILLE CITY,IN,18,30584000,,,,
182109163625,BROOKLYN TOWN,IN,18,774000,,,,
182109204420,MOORESVILLE TOWN,IN,18,21277000,,,,
182113163632,LIGONIER CITY,IN,18,18669000,,,,
182117163633,ORLEANS TOWN,IN,18,5174000,,,,
182117163634,PAOLI TOWN,IN,18,4202000,,,,
182119163635,SPENCER TOWN,IN,18,2618000,,,,
182123190113,TELL CITY CITY,IN,18,12404000,,,,
182127126072,VALPARAISO CITY,IN,18,69556000,,,,
182127163644,PORTAGE CITY,IN,18,76768000,,,,
182127185276,PORTER TOWN,IN,18,5560000,,,,
182127207963,CHESTERTON TOWN,IN,18,34326000,,,,
182137126078,BATESVILLE CITY,IN,18,4952000,,,,
182139193266,RUSHVILLE CITY,IN,18,51626000,,,,
182141126081,SOUTH BEND CITY,IN,18,188443000,,,,
182141194675,MISHAWAKA CITY,IN,18,247296000,,,,
182141207965,WALKERTON TOWN,IN,18,8464000,,,,
182143207966,SCOTTSBURG CITY,IN,18,24818000,,,,
182145163665,SHELBYVILLE CITY,IN,18,106492000,,,,
182151163668,ANGOLA CITY,IN,18,3263000,,,,
182153207971,DUGGER TOWN,IN,18,114000,,,,
182157103874,WEST LAFAYETTE CITY,IN,18,45270000,,,,
182157163677,DAYTON TOWN,IN,18,126000,,,,
182157194673,LAFAYETTE CITY,IN,18,256008000,,,,
182159185281,TIPTON CITY,IN,18,15822000,,,,
182161163679,LIBERTY TOWN,IN,18,2222000,,,,
182163163681,EVANSVILLE CITY,IN,18,824968000,,,,
182167163687,TERRE HAUTE CITY,IN,18,189091000,,,,
182167163688,WEST TERRE HAUTE TOWN,IN,18,4246000,,,,
182169126090,WABASH CITY,IN,18,27993000,,,,
182173103881,LYNNVILLE TOWN,IN,18,1632000,,,,
182173163692,BOONVILLE CITY,IN,18,31957000,,,,
182175204428,NEW PEKIN TOWN,IN,18,146000,,,,
182177193269,RICHMOND CITY,IN,18,75974000,,,,
182179207972,BLUFFTON CITY,IN,18,49898000,,,,
182181126095,MONTICELLO CITY,IN,18,26512000,,,,
182183126097,COLUMBIA CITY CITY,IN,18,27031000,,,,
182183207973,LARWILL TOWN,IN,18,145000,,,,
183059163886,BUCK CREEK TOWNSHIP,IN,18,765000,,,,
183059190128,SUGAR CREEK TOWNSHIP,IN,18,1090000,,,,
183097164002,DECATUR TOWNSHIP,IN,18,1302000,,,,
183097164006,WAYNE TOWNSHIP,IN,18,768000,,,,
183111126231,LAKE TOWNSHIP,IN,18,350000,,,,
183127164082,PORTAGE TOWNSHIP,IN,18,11890000,,,,
183173164200,OHIO TOWNSHIP,IN,18,1681000,,,,
191013185357,BLACK HAWK COUNTY,IA,19,11646000,,,,
191019164237,BUCHANAN COUNTY,IA,19,20046000,,,,
191021184125,BUENA VISTA COUNTY,IA,19,12625000,,,,
191023164238,BUTLER COUNTY,IA,19,4924000,,,,
191033126538,CERRO GORDO COUNTY,IA,19,3276000,,,,
191039126539,CLARKE COUNTY,IA,19,17646000,,,,
191045164243,CLINTON COUNTY,IA,19,18955000,,,,
191051164244,DAVIS COUNTY,IA,19,9305000,,,,
191061193301,DUBUQUE COUNTY,IA,19,22453000,,,,
191071164250,FREMONT COUNTY,IA,19,5840000,,,,
191073190183,GREENE COUNTY,IA,19,31479000,,,,
191077201753,GUTHRIE COUNTY,IA,19,8545000,,,,
191087164253,HENRY COUNTY,IA,19,6790000,,,,
191091126544,HUMBOLDT COUNTY,IA,19,25465000,,,,
191093126545,IDA COUNTY,IA,19,42461000,,,,
191097126546,JACKSON COUNTY,IA,19,13496000,,,,
191101164256,JEFFERSON COUNTY,IA,19,19822000,,,,
191109126547,KOSSUTH COUNTY,IA,19,14496000,,,,
191113164259,LINN COUNTY,IA,19,52870000,,,,
191123126549,MAHASKA COUNTY,IA,19,32949000,,,,
191143138187,OSCEOLA COUNTY,IA,19,2805000,,,,
191145164267,PAGE COUNTY,IA,19,464000,,,,
191149126552,PLYMOUTH COUNTY,IA,19,985000,,,,
191153104326,POLK COUNTY,IA,19,178894000,,,,
191155190184,POTTAWATTAMIE COUNTY,IA,19,21220000,,,,
191157164270,POWESHIEK COUNTY,IA,19,1064000,,,,
191163164271,SCOTT COUNTY,IA,19,15330000,,,,
191175104327,UNION COUNTY,IA,19,17180000,,,,
191177204453,VAN BUREN COUNTY,IA,19,5781000,,,,
191183164277,WASHINGTON COUNTY,IA,19,37003000,,,,
191185126555,WAYNE COUNTY,IA,19,4314000,,,,
191187164278,WEBSTER COUNTY,IA,19,13912000,,,,
191193193303,WOODBURY COUNTY,IA,19,68414000,,,,
192001126557,GREENFIELD CITY,IA,19,33105000,,,,
192003104331,CORNING CITY,IA,19,2545000,,,,
192005193304,WAUKON CITY,IA,19,19600000,,,,
192011126563,VINTON CITY,IA,19,9675000,,,,
192011138191,URBANA CITY,IA,19,3337000,,,,
192011164289,ATKINS CITY,IA,19,5910000,,,,
192013104341,LA PORTE CITY CITY,IA,19,4929000,,,,
192013164296,CEDAR FALLS CITY,IA,19,27872000,,,,
192013207992,WATERLOO CITY,IA,19,156142000,,,,
192015164300,BOONE CITY,IA,19,7383000,,,,
192017104344,TRIPOLI CITY,IA,19,2156000,,,,
192017138192,READLYN CITY,IA,19,4376000,,,,
192017164305,WAVERLY CITY,IA,19,72306000,,,,
192019164307,INDEPENDENCE CITY,IA,19,16210000,,,,
192021185376,ALTA CITY,IA,19,5283000,,,,
192021207997,STORM LAKE CITY,IA,19,27292000,,,,
192023126575,ALLISON CITY,IA,19,1869000,,,,
192023126576,SHELL ROCK CITY,IA,19,2895000,,,,
192027164320,CARROLL CITY,IA,19,10335000,,,,
192027164324,MANNING CITY,IA,19,2970000,,,,
192027204457,TEMPLETON CITY,IA,19,972000,,,,
192027225790,COON RAPIDS CITY,IA,19,3733000,,,,
192029164325,ANITA CITY,IA,19,6017000,,,,
192029211248,ATLANTIC CITY,IA,19,15642000,,,,
192031164330,TIPTON CITY,IA,19,15894000,,,,
192031164331,WEST BRANCH CITY,IA,19,9504000,,,,
192033164332,MASON CITY CITY,IA,19,56074000,,,,
192033190190,CLEAR LAKE CITY,IA,19,3305000,,,,
192035204460,CHEROKEE CITY,IA,19,5357000,,,,
192037190191,NEW HAMPTON CITY,IA,19,19118000,,,,
192039208000,OSCEOLA CITY,IA,19,46175000,,,,
192041164341,PETERSON CITY,IA,19,502000,,,,
192041208001,SPENCER CITY,IA,19,42148000,,,,
192043164344,GUTTENBERG CITY,IA,19,20314000,,,,
192043164345,MCGREGOR CITY,IA,19,1695000,,,,
192043164346,MONONA CITY,IA,19,3200000,,,,
192043208002,FARMERSBURG CITY,IA,19,381000,,,,
192045126595,CLINTON CITY,IA,19,266834000,,,,
192047164357,DENISON CITY,IA,19,13321000,,,,
192049138210,PERRY CITY,IA,19,34606000,,,,
192049164360,DALLAS CENTER CITY,IA,19,10164000,,,,
192049184221,WAUKEE CITY,IA,19,129119000,,,,
192055211327,MANCHESTER CITY,IA,19,9401000,,,,
192057164374,BURLINGTON CITY,IA,19,70183000,,,,
192059201757,ARNOLDS PARK CITY,IA,19,7500000,,,,
192059208011,SPIRIT LAKE CITY,IA,19,8523000,,,,
192061164380,CASCADE CITY,IA,19,8743000,,,,
192061184216,DUBUQUE CITY,IA,19,226759000,,,,
192063126615,ESTHERVILLE CITY,IA,19,6186000,,,,
192065190196,OELWEIN CITY,IA,19,13960000,,,,
192065201759,WEST UNION CITY,IA,19,10787000,,,,
192067204464,CHARLES CITY CITY,IA,19,24975000,,,,
192069104387,SHEFFIELD CITY,IA,19,338000,,,,
192075190197,GRUNDY CENTER CITY,IA,19,5345000,,,,
192077164408,STUART CITY,IA,19,32633000,,,,
192079185388,WEBSTER CITY CITY,IA,19,30051000,,,,
192083138218,ELDORA CITY,IA,19,5730000,,,,
192083164416,ACKLEY CITY,IA,19,3635000,,,,
192083225355,IOWA FALLS CITY,IA,19,21897000,,,,
192085201762,DUNLAP CITY,IA,19,1284000,,,,
192087104400,WAYLAND CITY,IA,19,1268000,,,,
192087126635,MOUNT PLEASANT CITY,IA,19,17513000,,,,
192095211250,MARENGO CITY,IA,19,33375000,,,,
192097208027,BELLEVUE CITY,IA,19,4048000,,,,
192097208028,MAQUOKETA CITY,IA,19,12513000,,,,
192099164445,NEWTON CITY,IA,19,39558000,,,,
192101190201,FAIRFIELD CITY,IA,19,47168000,,,,
192103164451,CORALVILLE CITY,IA,19,374510000,,,,
192103164452,IOWA CITY CITY,IA,19,67631000,,,,
192103194912,NORTH LIBERTY CITY,IA,19,90086000,,,,
192105204473,WYOMING CITY,IA,19,1050000,,,,
192111164468,KEOKUK CITY,IA,19,40130000,,,,
192111211717,FORT MADISON CITY,IA,19,47972000,,,,
192113104427,COGGON CITY,IA,19,3261000,,,,
192113164470,CEDAR RAPIDS CITY,IA,19,552344000,,,,
192113164471,FAIRFAX CITY,IA,19,14130000,,,,
192113164472,MARION CITY,IA,19,103318000,,,,
192113164473,MOUNT VERNON CITY,IA,19,10588000,,,,
192113164475,ROBINS CITY,IA,19,3935000,,,,
192113204476,HIAWATHA CITY,IA,19,28941000,,,,
192117164482,CHARITON CITY,IA,19,15031000,,,,
192119208037,ROCK RAPIDS CITY,IA,19,4045000,,,,
192121126664,WINTERSET CITY,IA,19,18127000,,,,
192123201766,OSKALOOSA CITY,IA,19,21749000,,,,
192125164496,PELLA CITY,IA,19,48709000,,,,
192127126670,LISCOMB CITY,IA,19,16000,,,,
192127184217,MARSHALLTOWN CITY,IA,19,71197000,,,,
192129126672,MALVERN CITY,IA,19,3550000,,,,
192129208045,GLENWOOD CITY,IA,19,6110000,,,,
192131126674,OSAGE CITY,IA,19,7803000,,,,
192131164503,RICEVILLE CITY,IA,19,776000,,,,
192133164506,ONAWA CITY,IA,19,2686000,,,,
192135201769,ALBIA CITY,IA,19,17448000,,,,
192137164512,RED OAK CITY,IA,19,6904000,,,,
192137185403,STANTON CITY,IA,19,857000,,,,
192139164514,MUSCATINE CITY,IA,19,46418000,,,,
192139164515,WEST LIBERTY CITY,IA,19,1840000,,,,
192141126682,SHELDON CITY,IA,19,2588000,,,,
192141211328,SANBORN CITY,IA,19,17885000,,,,
192143164520,SIBLEY CITY,IA,19,525000,,,,
192145164521,CLARINDA CITY,IA,19,16856000,,,,
192145208050,SHENANDOAH CITY,IA,19,2860000,,,,
192147164525,EMMETSBURG CITY,IA,19,1954000,,,,
192147164527,WEST BEND CITY,IA,19,1429000,,,,
192149208053,LE MARS CITY,IA,19,60485000,,,,
192153104456,BONDURANT CITY,IA,19,39181000,,,,
192153104460,URBANDALE CITY,IA,19,72460000,,,,
192153126690,ANKENY CITY,IA,19,128273000,,,,
192153126692,JOHNSTON CITY,IA,19,135997000,,,,
192153164533,GRIMES CITY,IA,19,139271000,,,,
192153164535,PLEASANT HILL CITY,IA,19,24610000,,,,
192153164537,WINDSOR HEIGHTS CITY,IA,19,10413000,,,,
192153164538,CLIVE CITY,IA,19,38724000,,,,
192153204483,POLK CITY CITY,IA,19,10648000,,,,
192153204484,WEST DES MOINES CITY,IA,19,329803000,,,,
192153208055,ALTOONA CITY,IA,19,101580000,,,,
192153208056,DES MOINES CITY,IA,19,734359000,,,,
192155104465,NEOLA CITY,IA,19,2180000,,,,
192155126693,CARTER LAKE CITY,IA,19,3875000,,,,
192155164540,COUNCIL BLUFFS CITY,IA,19,79560000,,,,
192157193322,GRINNELL CITY,IA,19,29847000,,,,
192163104470,BETTENDORF CITY,IA,19,150353000,,,,
192163164556,ELDRIDGE CITY,IA,19,16684000,,,,
192163190209,WALCOTT CITY,IA,19,1700000,,,,
192163208060,DAVENPORT CITY,IA,19,240692000,,,,
192165164560,HARLAN CITY,IA,19,12491000,,,,
192167126708,BOYDEN CITY,IA,19,1578000,,,,
192167126709,HAWARDEN CITY,IA,19,11380000,,,,
192167164568,ORANGE CITY CITY,IA,19,31591000,,,,
192167185412,SIOUX CENTER CITY,IA,19,52163000,,,,
